landmark_name,landmark_address
금천폭포공원,서울특별시 금천구 시흥대로38길 61 금천문화원
기아대교,서울특별시 금천구 시흥동
긱라이브하우스,서울특별시 마포구 동교동 185-10
길동복조리시장,서울특별시 강동구 길동 400
길동사거리,서울특별시 강동구 성내동
길동생태공원,서울특별시 강동구 길동 476
길마어린이공원,서울특별시 은평구 갈현동474-1
길상사,서울특별시 성북구 성북동 321-3
길음뉴타운11단지롯데캐슬골든힐스,서울특별시 성북구 서경로 60
길음뉴타운e편한세상4단지아파트,서울특별시 성북구 길음로 118
길음뉴타운동부센트레빌아파트,서울특별시 성북구 숭인로2길 61
길음뉴타운래미안5단지아파트,서울특별시 성북구 길음로 74
길음뉴타운래미안6단지아파트,서울특별시 성북구 길음로 16
길음뉴타운래미안8단지아파트,서울특별시 성북구 길음로 33
길음뉴타운래미안9단지아파트,서울특별시 성북구 길음로9길 50
길음뉴타운푸르지오2단지아파트,서울특별시 성북구 길음로 119
길음뉴타운푸르지오3단지아파트,서울특별시 성북구 길음로13길 39
길음래미안1단지아파트,서울특별시 성북구 길음로9길 40
길음시장,서울특별시 성북구 길음동 535-8
길음태영데시앙아파트,서울특별시 성북구 서경로 28
김대중도서관,서울특별시 마포구 동교동 178-9
김리아갤러리,서울특별시 강남구 선릉로148길 48-1(청담동)
김세중미술관,서울특별시 용산구 효창원로70길 35
김수영문학관,서울특별시 도봉구 방학동 498-31
김옥길기념관,서울특별시 서대문구 대신동 92
김포국제공항,서울특별시 강서구 하늘길 38
김현주갤러리,서울특별시 종로구 삼청로7길 19-9(팔판동)
김희수아트센터,서울특별시 동대문구 청량리동 206-46
까치산시장,서울특별시 강서구 화곡동 342-16
깔깔거리,서울특별시 구로구 구로동
꿈꾸는어린이도서관,서울특별시 강서구 염창동 281-25
꿈의숲대명루첸,서울특별시 성북구 월계로36길 27
꿈의숲아이파크,서울특별시 성북구 돌곶이로40길 46(장위동)
꿈의숲아트센터,서울특별시 강북구 번동 90
꿈의숲코오롱하늘채아파트,서울특별시 성북구 돌곶이로 220
꿈의숲푸르지오,서울특별시 성북구 오패산로16가길 40
나무마을목공방,서울특별시 양천구 목동서로 159-2(목동)
낙산공원,서울특별시 종로구 동숭동 산2-10
낙산공원_낙산정,서울특별시 종로구 동숭동 50-111
낙산공원_놀이마당,서울특별시 종로구 동숭동 50-111
낙산공원_전시관,서울특별시 종로구 동숭동 50-111
낙산공원_제1전망광장,서울특별시 종로구 동숭동 50-111
낙산공원_제2전망광장,서울특별시 종로구 동숭동 50-111
낙산공원_제3전망광장,서울특별시 종로구 동숭동 50-111
낙산공원_중앙광장,서울특별시 종로구 동숭동 50-111
낙산묘각사,서울특별시 종로구 종로63가길 31
낙성대공원,서울특별시 관악구 봉천동 228
낙원시장,서울특별시 종로구 낙원동 288
난지수변생태학습센터,서울특별시 마포구 상암동 481-220
난지천공원,서울특별시 마포구 상암동 1538
난지천공원_난지잔디광장,서울특별시 마포구 상암동 1538
난지천공원_오리연못,서울특별시 마포구 상암동 1538
난지천공원_유아놀이터,서울특별시 마포구 상암동 1538
난지천공원_테마놀이터,서울특별시 마포구 상암동 1538
난지캠핑장,서울특별시 마포구 상암동 495-81
난지한강공원_생태섬,서울특별시 마포구 상암동 482-329
난지한강공원_잔디마당,서울특별시 마포구 상암동 482-220
난지한강공원_젊음의광장,서울특별시 마포구 상암동 482-132
난지한강공원_정수원,서울특별시 마포구 상암동 482-168
난지한강공원_폐쇄형늪지,서울특별시 마포구 상암동 482-334
남가좌새롬어린이도서관,서울특별시 서대문구 남가좌2동 342-34
남구로시장,서울특별시 구로구 구로동 741-27
남대문시장,서울특별시 중구 남창동 49-1
남도어린이공원,서울특별시 양천구 신월4동 426-4
남부골목시장,서울특별시 강서구 화곡동 943-7
남산골한옥마을,서울특별시 중구 퇴계로34길 28
남산공원_남산전시관,서울특별시 용산구 이태원동 258-148
남산공원_백범김구선생상,서울특별시 중구 회현동1가 100-115
남산공원_이시영선생상,서울특별시 중구 회현동1가 산1-2
남산공원_호현당,서울특별시 중구 회현동1가 산1-44
남산대림아파트,서울특별시 용산구 녹사평대로 254
남산도서관,서울특별시 용산구 후암동 30-84
남산야외식물원,서울특별시 용산구 이태원동 258-148
남산예술센터,서울특별시 중구 예장동 8-19
남성시장,서울특별시 동작구 사당동 88-3
남영동먹자골목,서울특별시 용산구 남영동 2
남이장군사당제,서울특별시 용산구 용문동 106
남평화상가,서울특별시 중구 신당동 772
남현교회,서울특별시 구로구 경인로 346
너나들이센터,서울특별시 은평구 연서로50길 10 너나들이센터
노들나루공원,서울특별시 동작구 노량진로 247 본동시민공원
노들섬,서울특별시 용산구 이촌동 302-146
노들소공원,서울특별시 구로구 고척동
노량진수산물도매시장,서울특별시 동작구 노량진동 13-6
노룬산골목시장,서울특별시 광진구 자양동 44-22
노보텔스위트앰배서더서울용산,서울특별시 용산구 청파로20길 95 서울드래곤시티
노보텔앰배서더서울동대문호텔,서울특별시 중구 을지로 238
노보텔엠배서더독산,서울특별시 금천구 시흥대로 378 노보텔앰배서더
노원구민체육센터,서울특별시 노원구 중계동 360-18
노원구청,서울특별시 노원구 노해로 437 노원구청
노원마들스타디움,서울특별시 노원구 덕릉로 450 
노원문화예술회관,서울특별시 노원구 중계동 364-3
노원문화원,서울특별시 노원구 동일로197길 24(공릉동)
노원사회적경제지원센터,서울특별시 노원구 동일로174길 27
노원소방서,서울특별시 노원구 한글비석로1길 8 노원소방서/하계119안전센터
노원어린이도서관,서울특별시 노원구 한글비석로 346 노원구어린이도서관
노원우주학교,서울특별시 노원구 동일로205길 13
노원을지대학교병원,서울특별시 노원구 하계동 280-1
노원을지대학교병원_모자보건센터,서울특별시 노원구 하계동 190-1
노원을지대학교병원_연구동,서울특별시 노원구 하계동 279-8
노원을지대학교병원_응급실,서울특별시 노원구 하계동 280-1
노원을지대학교병원_제1별관,서울특별시 노원구 하계동 279-5
노원정보도서관,서울특별시 노원구 상계동 686
노원청소년수련관,서울특별시 노원구 상계동 772
노원청소년직업체험센터,서울특별시 노원구 노원로16길 16
노해근린공원,서울특별시 노원구 중계동
노화랑,서울특별시 종로구 관훈동 103
녹번JR아파트,서울특별시 은평구 녹번동 280-1
녹번대림E편한세상아파트,서울특별시 은평구 녹번동 276
녹번역e편한세상캐슬,서울특별시 은평구 응암동 36
녹번역센트레빌아파트,서울특별시 은평구 응암동 762
논현1동주민센터,서울특별시 강남구 학동로20길 25 논현1동주민센터
논현2동주민센터,서울특별시 강남구 학동로43길 17 논현2동주민센터
논현역사거리,서울특별시 강남구 논현동
논현정보도서관,서울특별시 강남구 학동로 169
농업박물관,서울특별시 중구 충정로1가 75
뉴코아아울렛[강남],서울특별시 서초구 잠원동 70
늘푸른어린이공원,서울특별시 동대문구 장안동 303
능동소공원,서울특별시 광진구 능동 242-26
능인선원,서울특별시 강남구 개포동 1055
다락원체육공원,서울특별시 도봉구 마들로 932 평화문화진지
다래어린이공원,서울특별시 은평구 응암동 751-24
다문화박물관,서울특별시 은평구 불광로 135
다보성갤러리,서울특별시 종로구 삼일대로 457(경운동)
다이나믹메이즈(서울인사동점),서울특별시 종로구 인사동길 12(인사동)
단성사,서울특별시 종로구 묘동
달마사,서울특별시 동작구 사당동 300-79
달맞이봉공원,서울특별시 성동구 금호동4가 산27
답십리고미술상가,서울특별시 동대문구 답십리동 530-1
답십리공원유아숲체험장,서울특별시 동대문구 답십리동 41-1
답십리역,서울특별시 성동구 천호대로 300
당고개순교성지,서울특별시 용산구 청파로 139-26
당현천근린공원,서울특별시 노원구 상계동
대각사,서울특별시 종로구 율곡로10길 87 대각사
대림미술관,서울특별시 종로구 자하문로4길 21(통의동)
대림시장,서울특별시 은평구 응암동 300-10
대림중앙시장,서울특별시 영등포구 디지털로37나길 21
대명여울빛거리시장,서울특별시 금천구 시흥동 889-13
대모산공원,서울특별시 강남구 일원동 739
대방어린이도서관,서울특별시 동작구 대방동 379-2
대상타운현대아파트,서울특별시 도봉구 마들로 616
대성사(서울),서울특별시 서초구 서초동 산141-4
대안공간루프,서울특별시 마포구 서교동 335-11
대원군별장,서울특별시 종로구 홍지동 125-2
대조공원,서울특별시 은평구 대조동
대학로JTN아트홀,서울특별시 종로구 이화장길 26 대학로 JTN 아트홀
대학로뮤지컬센터,서울특별시 종로구 동숭동 25-5
대학로예술극장,서울특별시 종로구 대학로10길 17(동숭동)
대학로올래홀,서울특별시 종로구 대학로10길 24
대한극장,서울특별시 중구 충무로4가 125 1층
대한민국역사박물관,서울특별시 종로구 세종대로 198
대한민국예술인센터,서울특별시 양천구 목동 923-6
대한민국임시정부서울연통부터,서울특별시 중구 서소문로9길 14(순화동)
대한민국학술원,서울특별시 서초구 반포4동 산94-4
대한성공회서울주교좌성당,서울특별시 중구 정동 3
대한의원,서울특별시 종로구 연건동
더클래식500,서울특별시 광진구 능동로 90
더플라자,서울특별시 중구 소공로 119
덕성여자대학교,서울특별시 도봉구 쌍문동 419
덕성여자대학교박물관,서울특별시 도봉구 쌍문동 419
덕수궁,서울특별시 중구 세종대로 99
덕수궁_광명문,서울특별시 중구 정동 5-1
덕수궁_대한문,서울특별시 중구 정동 5-1
덕수궁_덕홍전,서울특별시 중구 정동 5-1
덕수궁_석어당,서울특별시 중구 정동 5-1
덕수궁_정광헌,서울특별시 중구 정동 5-1
덕수궁_준명당,서울특별시 중구 정동 5-1
덕수궁_중화전,서울특별시 중구 정동 5-1
덕수궁_즉조당,서울특별시 중구 정동 5-1
덕수궁_함녕전,서울특별시 중구 정동 5-1
덕수궁돌담길,서울특별시 중구 세종대로19길 24 영국대사관
덕의근린공원,서울특별시 구로구 고척동
도곡시장,서울특별시 강남구 역삼동
도깨비시장,서울특별시 관악구 미성길 15
